"anio","tabla","variable","definicion","pregunta_literal","universo_literal","regla_derivacion"
2024,"vivienda","v16_desague","Esta pregunta se refiere a la forma de eliminación de aguas servidas está relacionada con la disponibilidad de servicio sanitario, baño o letrina toma en cuenta: 1.A la red de alcantarillado que es un sistemas de tubería para recolectar las excretas humanas (heces y orina) y aguas servidas y alejarlas del entorno del hogar, 2.Cámara séptica Es un tanque de sedimentación donde el retrete (baño) descarga los excrementos a un depósito hermético, normalmente ubicado bajo el suelo, lejos de la vivienda y diseñado para separar los líquidos de los sólidos, que luego se dejan sedimentar y descomponer. 3.A un pozo ciego Es un hoyo excavado en el suelo, donde no se realiza ningún tipo de tratamiento para recolectar las excretas humanas y que se tapa cuando está lleno. 4.A un pozo de absorción Es un sistema que arrastra las heces y orina a un hoyo o pozo bajo tierra. Las paredes del pozo son construidas y protegidas para filtrar las aguas residuales. 5.A la superficie (calle, quebrada o río) Cuando las heces y orina se descargan a la calle, patio o terreno, cloaca abierta, zanja, río, quebrada u otro lugar. 6.Es baño ecológico Se refiere a una letrina seca en la que los excrementos se cubren con algún material con un alto contenido en carbono (desechos vegetales, paja, hierba, aserrín o cenizas) y se mantienen en unas condiciones especiales para producir un abono inocuo. Una letrina de compostaje puede tener un dispositivo de separación de orina o carecer de él. Tambien conocidos como letrina de compostaje.","16. El baño o letrina tiene desague: 1 A la red de alcantarillado 2 A una camara séptica 3 A un pozo ciego 4 A un pozo de absorción 5 A la superficie (calle, quebrada o rio) 6 Es baño ecológico","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v17_tenencia","Esta pregunta se refiere a la forma en que un hogar posee, utiliza o habita una vivienda. Esto implica la modalidad bajo la cual tienen acceso al inmueble, ya sea de manera legal, física o contractual, las personas, señalando si son propietarios, arrendatarios, usufructuarios, si la ocupan en calidad de préstamo o si la habitan irregularmente sin un título formal. 1.Propia y totalmente pagada: Se refiere a la vivienda habitada por el hogar, adquirida mediante compra o herencia que está totalmente pagada y les pertenece. 2.Propia y la están pagando: Es aquella ocupada por los miembros del hogar y fue adquirida mediante compra al crédito a mediano o largo plazo o deuda hipotecaria y se efectúan pagos a una entidad financiera por concepto de amortización e interés. 3.Prestada por parientes o amigos: Se refiere al caso, cuando los residentes manifiestan que la vivienda no es de su propiedad y hacen uso de ella en calidad de préstamo por parte de un familiar o amigo, sin pagar una renta o alquiler por ella 4.Alquilada: Cuando la vivienda es ocupada por los miembros del hogar por decisión del propietario, a cambio del pago de una cantidad fija de dinero en forma periódica, normalmente cada mes. 5.En contrato anticrético: Es un convenio que se realiza entre dos partes, una parte entrega una suma de dinero al dueño de una vivienda por el derecho a ocuparla por un período de tiempo, generalmente un año, y la otra parte se compromete a devolver el dinero al ocupante del inmueble, previa entrega de la vivienda, al cabo del periodo acordado 6.En contrato mixto (alquiler y anticrético) Se refiere a aquellos hogares que pagan alquileres y a su vez dieron un monto de dinero como anticrético por el uso de la vivienda. 7.Cedida por servicios: Se refiere a aquellas viviendas que se entregan a alguna persona a cambio que ésta realice algún servicio. Por ejemplo: una portera en un colegio como contraprestación de servicios. Otra como por ejemplo las viviendas tomadas.","17. La vivienda que ocupan es: 1 Propia y totalmente pagada 2 Propia y la están pagando 3 Prestada por parientes o amigos 4 Alquilada 5 En contrato anticrético 6 En contrato mixto (anticrético y alquiler) 7 Cedida por servicios 8 Otra","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18a_bici","Esta pregunta se refiere a los medios de transporte como la tenencia de bicicleta en los hogares.","18.1. Su hogar tiene: ¿Bicicleta? 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18b_moto","Esta pregunta se refiere a los medios de transporte como la tenencia de motocicleta o cuadratrack en los hogares.","18.2. Su hogar tiene: Motocicleta o cuadratrack. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18c_auto","Esta pregunta se refiere a los medios de transporte como la tenencia de vehículo automotor en los hogares.","18.3. Su hogar tiene: vehículo automotor. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18d_carreta","Esta pregunta se refiere a los medios de transporte como la tenencia de carreta o carretón en los hogares.","18.4. Su hogar tiene: Carreta o carretón. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18e_bote","Esta pregunta se refiere a los medios de transporte como la tenencia de deslizador, balsa, canoa o bote en los hogares.","18.5. Su hogar tiene: deslizador, balsa, canoa o bote. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18f_refri","Esta pregunta se refiere a la tenencia de refrigerador o congeladora en los hogares.","18.6. Su hogar tiene: Refrigerador o congeladora. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18g_micro","Esta pregunta se refiere a la tenencia de horno microondas en los hogares.","18.7. Su hogar tiene: Microondas. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18h_calefon","Esta pregunta se refiere a la tenencia de calefón o termotanque en los hogares.","18.8. Su hogar tiene: Calefon o termotanque. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18i_aire","Esta pregunta se refiere a la tenencia de aire acondicionado en los hogares.","18.9. Su hogar tiene: Aire acondicionado. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v18j_lavadora","Esta pregunta se refiere a la tenencia de lavadora de ropa en los hogares.","18.10. Su hogar tiene: Lavadora de Ropa. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19a_radio","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de una radio o equipo de sonido que pudiese tener el hogar.","19.1. Su hogar tiene: Radio o Equipo de Sonido. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19b_tv","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de un televisor que pudiese tener el hogar.","19.2. Su hogar tiene: Televisor. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19c_compu","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de una computadora, laptop o tablet que pudiese tener el hogar.","19.3. Su hogar tiene: Computadora, laptop o tablet. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19d_celular","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de un telefono celular que pudiese tener el hogar.","19.4. Su hogar tiene: Teléfono celular. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19e_f","Internet fijo: Servicio de conexión a internet instalado en el domicilio mediante redes cableadas o inalámbricas fijas. Internet móvil: Servicio de conexión a internet que se accede a través de redes celulares mediante teléfonos móviles, módems o dispositivos portátiles.","","Todas las viviendas particulares con personas presentes.","La pregunta recoge datos sobre la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de internet fijo en la vivienda o internet móvil que pudiese tener el hogar."
2024,"vivienda","v19e_inetfijo","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de internet fijo que pudiese tener el hogar.","19.5. Su hogar tiene: Interner fijo en la vivienda. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19f_inetmovil","Esta pregunta se refiere la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de internet móvil (megas o datos) que pudiese tener el hogar.","19.6. Su hogar tiene: Interner móvil (mega o datos). 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19g_tvcable","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de un servicio de TV cable o satelital que pudiese tener el hogar.","19.7. Su hogar tiene: Servicio de TV cable o satelital. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v19h_d","Esta variable derivada se refiere al acceso a comunicación telefónica ya sea mediante una línea fija instalada en la vivienda o a través de un dispositivo móvil que funciona con redes inalámbricas.","","Todas las viviendas particulares con personas presentes.","La variable derivada recoge datos sobre la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de servicio de telefonía fija o teléfono celular que pudiese tener el hogar."
2024,"vivienda","v19h_telfijo","Esta pregunta se refiere a la tenencia de tecnologías de información y comunicación (TIC) en los hogares. La disponibilidad de servicio de telefonia fija que pudiese tener el hogar.","19.8. Su hogar tiene: Servicio de Telefonía fija. 1 Sí 2 No","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v20a_emi","Esta pregunta se refiere a a las personas que vivían en el hogar, pero que actualmente viven en otro país de forma temporal o permanente.","20. Alguna persona que vivía con usted(es) en este hogar, ¿actualmente vive en otro país? Sí, ¿Cuántas personas? - 1 ¿Cuál era su nombre? - 2 ¿En qué país vive actualmente? - 3 ¿La persona es ? - 4 ¿En qué año salió del país? - 5 A qué edad se fue? 2 No.( PASE A. 21)","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v20b_totemi","Esta pregunta se refiere a a las personas que vivían en el hogar, pero que actualmente viven en otro país de forma temporal o permanente. No se registran a las personas que se fueron a otro lugar del país.","20.Alguna persona que vivía con usted(es) en este hogar, ¿actualmente vive en otro país?. Sí, ¿Cuántas personas?","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v21a_fal","Esta pregunta se refiere a la cantidad de personas de la vivienda que murieron desde el 2019.","21. Desde 2019 a la fecha, ¿murió alguna persona que vivía con usted(es) en este hogar? 1 Sí. ¿cuántas personas? 2 No. pase a la pregunta 22","Todas las viviendas particulares con personas presentes.",""
2024,"vivienda","v21b_totfal","Esta pregunta se refiere a la cantidad de personas de la vivienda que murieron desde el 2019.","21. Desde 2019 a la fecha, ¿murió alguna persona que vivía con usted(es) en este hogar?. 1 Sí. ¿cuántas personas?","Todas las viviendas particulares con personas presentes.",""
